Index,Words,CH,Part,Correct,Error,Box
570,generosity,慷慨,n,0,0,0
571,glimpse,匆匆一眼,n,0,0,0
572,global,球體、地球,n,0,0,0
573,handicap,殘障,n,0,0,0
574,hatred,仇恨,n,0,0,0
575,headline,標題、頭條,n,0,0,0
576,horizon,地平線,n,0,0,0
577,hostage,人質,n,0,0,0
578,humanity,人道、人類(總稱),n,0,0,0
579,hurricane,颶風,n,0,0,0
580,immigration,移民(移入),n,0,0,0
第十五次,0,0,0,0,0,0
581,impact,衝擊、影響,n,0,0,0
582,indication,顯示、指出,n,0,0,0
583,inhabitant,居民,n,0,0,0
584,innocence,無辜,n,0,0,0
585,invasion,侵犯、侵略,n,0,0,0
586,investment,投資,n,0,0,0
587,isolation,孤立,n,0,0,0
588,issue,話題、議題,n,0,0,0
589,judgment,判斷,n,0,0,0
590,justice,公平、正義,n,0,0,0
591,literature,文學,n,0,0,0
592,luxury,奢華、奢侈品,n,0,0,0
593,majority,多數,n,0,0,0
594,mansion,豪宅,n,0,0,0
595,medal,獎章,n,0,0,0
596,metro,捷運系統,n,0,0,0
597,miracle,奇蹟,n,0,0,0
598,murder,謀殺案,n,0,0,0
599,nationality,國籍,n,0,0,0
600,option,選擇,n,0,0,0
601,orphanage,孤兒院,n,0,0,0
602,outcome,結果,n,0,0,0
603,panic,驚慌,n,0,0,0
604,penalty,處罰,n,0,0,0
605,percent,百分比,n,0,0,0
606,perfection,完美,n,0,0,0
607,politics,政治,n,0,0,0
608,possession,擁有、財產,n,0,0,0
609,possibility,可能性,n,0,0,0
610,poverty,貧窮,n,0,0,0
611,prevention,預防,n,0,0,0
612,property,房產、財產,n,0,0,0
613,proportion,比例、部分,n,0,0,0
614,protest,抗議,n,0,0,0
615,quantity,數量,n,0,0,0
616,queue,隊伍,n,0,0,0
617,railway,鐵路,n,0,0,0
618,rate,比例、比率,n,0,0,0
第十六次,0,0,0,0,0,0
619,recession,衰退,n,0,0,0
620,recovery,恢復、復甦,n,0,0,0
621,reduction,減少、刪減,n,0,0,0
622,reform,改革、改良,n,0,0,0
623,rescue,營救,n,0,0,0
624,reservation,預定、保護區,n,0,0,0
625,residence,居住、住宅、官邸,n,0,0,0
626,risk,危險性,n,0,0,0
627,sentence,句子,n,0,0,0
628,separation,分離、分居,n,0,0,0
629,shortage,短缺,n,0,0,0
630,signal,交通號誌、信號,n,0,0,0
631,significance,重要性,n,0,0,0
632,similarity,相似性,n,0,0,0
633,skyscraper,摩天大樓,n,0,0,0
634,starvation,飢餓,n,0,0,0
635,state,狀況、(美國的)州,n,0,0,0
636,stock,股票、存貨,n,0,0,0
637,structure,結構,n,0,0,0
638,suffering,痛苦、折磨,n,0,0,0
639,supporter,支持者、擁護者,n,0,0,0
640,sympathy,同情心,n,0,0,0
641,territory,領土,n,0,0,0
642,tourism,觀光業,n,0,0,0
643,transfer,轉移,n,0,0,0
644,transportation,交通運輸,n,0,0,0
645,triumph,勝利,n,0,0,0
646,variety,多元、多樣性,n,0,0,0
647,vehicle,交通工具,n,0,0,0
648,venture,商業冒險,n,0,0,0
649,victim,罹難者、受害者,n,0,0,0
650,violation,違反,n,0,0,0
651,violence,暴力,n,0,0,0
652,volunteer,志願者、志工,n,0,0,0
653,wealth,財富,n,0,0,0
654,zone,地帶、地區,n,0,0,0
第十七次,0,0,0,0,0,0
655,academy,學院、藝術院,n,0,0,0
656,accuracy,正確性,n,0,0,0
657,admiration,羨慕、讚賞,n,0,0,0
658,altitude,態度,n,0,0,0
659,analysis,分析,n,0,0,0
660,angle,角度、觀點,n,0,0,0
661,anxiety,焦慮,n,0,0,0
662,approach,方法、靠近,n,0,0,0
663,arithmetic,算數,n,0,0,0
664,astronaut,太空人,n,0,0,0
665,automobile,汽車,n,0,0,0
666,award,獎項、獎金,n,0,0,0
667,bacteria,細菌(複),n,0,0,0
668,brake,煞車,n,0,0,0
669,celebration,慶祝、慶祝活動,n,0,0,0
670,challenge,挑戰,n,0,0,0
671,champion,捍衛者、冠軍得主,n,0,0,0
672,characteristic,特色、特徵,n,0,0,0
673,chemistry,化學,n,0,0,0
674,cinema,電影、電影業,n,0,0,0
675,circulation,循環、流通,n,0,0,0
676,circumstance,情勢、條件,n,0,0,0
677,civilization,文明,n,0,0,0
678,classification,分類,n,0,0,0
679,combination,結合,n,0,0,0
680,composition,作品、作文,n,0,0,0
681,comprehension,理解力,n,0,0,0
682,concentration,專心、注意力,n,0,0,0
683,concept,概念、想法,n,0,0,0
684,conclusion,結論,n,0,0,0
685,condition,狀況、條件,n,0,0,0
686,content,內容、包含的東西,n,0,0,0
687,convenience,方便性、便利,n,0,0,0
688,creation,創造、創立,n,0,0,0
689,creature,生物,n,0,0,0
690,cruelty,殘忍,n,0,0,0
691,curiosity,好奇心,n,0,0,0
第十八次,0,0,0,0,0,0
692,cycle,循環、週期,n,0,0,0
693,delight,愉快,n,0,0,0
694,demonstration,示範,n,0,0,0
695,despair,失望,n,0,0,0
696,destination,目的地,n,0,0,0
697,detail,細節,n,0,0,0
698,determination,決心、決定,n,0,0,0
699,device,設備、裝置,n,0,0,0
700,devotion,投入、奉獻,n,0,0,0
701,digestion,消化,n,0,0,0
702,discovery,發現,n,0,0,0
703,disease,疾病,n,0,0,0
704,distinction,區別、不同,n,0,0,0
705,earthquake,地震,n,0,0,0
706,electricity,電、電力,n,0,0,0
707,evidence,證據,n,0,0,0
708,evolution,演化、進步,n,0,0,0
709,excellence,優秀、傑出表現,n,0,0,0
710,exception,例外,n,0,0,0
711,existence,存在,n,0,0,0
712,experiment,實驗,n,0,0,0
713,explanation,解釋,n,0,0,0
714,explosion,爆炸,n,0,0,0
715,exposure,曝露、接觸,n,0,0,0
716,facility,設備,n,0,0,0
717,factor,因素,n,0,0,0
718,faith,信心、信任,n,0,0,0
719,fame,名聲,n,0,0,0
720,feature,特色,n,0,0,0
721,fiction,小說,n,0,0,0
722,fortune,財產,n,0,0,0
723,foundation,基礎,n,0,0,0
724,frequency,頻率,n,0,0,0
725,gene,基因,n,0,0,0
726,gravity,重力、地心引力,n,0,0,0
第十九次,0,0,0,0,0,0
727,greenhouse,溫室,n,0,0,0
728,harm,傷害,n,0,0,0
729,honor,榮耀,n,0,0,0
730,identification,認出、識別,n,0,0,0
731,imagination,想像力,n,0,0,0
732,imitation,模仿,n,0,0,0
733,infection,感染,n,0,0,0
734,inference,推論,n,0,0,0
735,injection,注射,n,0,0,0
736,inspiration,靈感,n,0,0,0
737,institution,制度、機構,n,0,0,0
738,intelligence,聰明,n,0,0,0
739,interference,干涉,n,0,0,0
740,interpretation,詮釋、解釋,n,0,0,0
741,invention,發明,n,0,0,0
742,label,標籤,n,0,0,0
743,laboratory,實驗室,n,0,0,0
744,landslide,土石流,n,0,0,0
745,latitude,緯度,n,0,0,0
746,legend,傳說、傳奇故事,n,0,0,0
747,limitation,限定、限制,n,0,0,0
748,logic,邏輯,n,0,0,0
749,margin,空白處,n,0,0,0
750,mineral,礦物質,n,0,0,0
751,missile,飛彈,n,0,0,0
752,mission,任務,n,0,0,0
753,mixture,混合物,n,0,0,0
754,moisture,濕度、濕氣,n,0,0,0
755,mystery,神秘,n,0,0,0
756,nutrient,養分、營養的東西,n,0,0,0
757,observation,觀察,n,0,0,0
758,obstacle,困難、障礙,n,0,0,0
759,occasion,場合,n,0,0,0
760,orbit,軌道,n,0,0,0
761,organ,器官,n,0,0,0
762,origin,起源,n,0,0,0
763,phenomenon,現象,n,0,0,0
764,physician,內科醫生,n,0,0,0
765,pioneer,拓荒者,n,0,0,0
第二十次,0,0,0,0,0,0
766,prediction,預告、預知,n,0,0,0
767,pride,驕傲,n,0,0,0
768,proof,證據,n,0,0,0
769,psychology,心理學,n,0,0,0
770,quarrel,爭吵,n,0,0,0
771,radiation,輻射線,n,0,0,0
772,reaction,反應,n,0,0,0
773,recognition,認同、辨認,n,0,0,0
774,reference,參考,n,0,0,0
775,reflection,深思、反射,n,0,0,0
776,relation,關係,n,0,0,0
777,remedy,治療,n,0,0,0
778,research,研究,n,0,0,0
779,resistance,對抗,n,0,0,0
780,resolution,決心,n,0,0,0
781,resource,資源,n,0,0,0
782,response,回應,n,0,0,0
783,revolution,革命,n,0,0,0
784,reward,酬金,n,0,0,0
785,satellite,衛星,n,0,0,0
786,scholar,學者,n,0,0,0
787,series,系列,n,0,0,0
788,species,物種,n,0,0,0
789,spectator,觀眾、旁觀者,n,0,0,0
790,submarine,潛水艇,n,0,0,0
791,substance,材料、材質,n,0,0,0
792,surgeon,外科醫生,n,0,0,0
793,survey,調查,n,0,0,0
794,survival,存活、倖存,n,0,0,0
795,symptom,症狀,n,0,0,0
796,technique,技術、技巧,n,0,0,0
797,technology,科技、工業技術,n,0,0,0
798,theory,理論,n,0,0,0
799,therapy,療法,n,0,0,0
第二十一次,0,0,0,0,0,0
800,tragedy,悲劇、災難,n,0,0,0
801,transplant,移植,n,0,0,0
802,version,版本,n,0,0,0
803,vessel,船、艦,n,0,0,0
804,vision,眼光、願景,n,0,0,0
805,volcano,火山,n,0,0,0
806,warfare,戰爭,n,0,0,0
807,warning,警告,n,0,0,0
808,wildlife,野生動物,n,0,0,0
809,will,意志、遺囑,n,0,0,0
810,witness,目擊證人,n,0,0,0
811,abandon,放棄、拋棄,vt,0,0,0
812,absorb,吸收,vt,0,0,0
813,accommodate,供宿、容納,vt,0,0,0
814,accompany,陪伴、伴奏,vt,0,0,0
815,accomplish,完成,vt,0,0,0
816,accuse,指控,vt,0,0,0
817,acquaint,使熟悉,vt,0,0,0
818,acquire,取得,vt,0,0,0
819,afford,負擔得起,vt,0,0,0
820,alert,警告,vt,0,0,0
821,amaze,使驚訝,vt,0,0,0
822,amuse,取悅,vt,0,0,0
823,analyze,分析,vt,0,0,0
824,assassinate,行刺暗殺,vt,0,0,0
825,assign,指派,vt,0,0,0
826,assure,保證,vt,0,0,0
827,ban,禁止,vt,0,0,0
828,bless,保佑,vt,0,0,0
829,bore,使感到無聊,vt,0,0,0
830,boycott,杯葛、拒絕參加、抵制,vt,0,0,0
831,bury,埋葬,vt,0,0,0
832,capture,捕獲,vt,0,0,0
833,cherish,珍惜,vt,0,0,0
第二十二次,0,0,0,0,0,0
834,classify,分類,vt,0,0,0
835,clothe,提供…穿的,vt,0,0,0
836,commit,犯(罪)、做(錯),vt,0,0,0
837,complicate,使複雜,vt,0,0,0
838,conceal,隱藏,vt,0,0,0
839,confront,面臨,vt,0,0,0
840,congratulate,恭喜、恭賀,vt,0,0,0
841,construct,建構,vt,0,0,0
842,convey,傳達,vt,0,0,0
843,convince,說服,vt,0,0,0
844,cultivate,種植、栽培,vt,0,0,0
845,define,下定義,vt,0,0,0
846,delete,刪除,vt,0,0,0
847,depress,使沮喪,vt,0,0,0
848,destroy,破壞,vt,0,0,0
849,detect,察覺,vt,0,0,0
850,devise,巧妙設計,vt,0,0,0
851,devote,貢獻給,vt,0,0,0
852,disappoint,使失望,vt,0,0,0
853,discourage,使沮喪,vt,0,0,0
854,disgust,使厭惡,vt,0,0,0
855,dismiss,解職,vt,0,0,0
856,display,陳列,vt,0,0,0
857,distribute,分布,vt,0,0,0
858,edit,編輯,vt,0,0,0
859,educate,教育,vt,0,0,0
860,eliminate,消除、排除,vt,0,0,0
861,enable,使能夠,vt,0,0,0
862,enclose,附上、放入,vt,0,0,0
863,endanger,使遭受危險,vt,0,0,0
864,enforce,強制執行,vt,0,0,0
865,enhance,加強,vt,0,0,0
866,ensure,確保,vt,0,0,0
867,entitle,給…提名,vt,0,0,0
868,equip,使有能力、具備,vt,0,0,0
869,establish,建立,vt,0,0,0
870,evaluate,評估,vt,0,0,0
871,exploit,充分利用,vt,0,0,0
第二十三次,0,0,0,0,0,0
872,expose,揭發、露出,vt,0,0,0
873,flatter,奉承,vt,0,0,0
874,forbid,禁止,vt,0,0,0
875,foresee,預見,vt,0,0,0
876,frustrate,使挫折,vt,0,0,0
877,fulfill,實現,vt,0,0,0
878,furnish,給(房間)配置,vt,0,0,0
879,grant,授予,vt,0,0,0
880,guarantee,保證,vt,0,0,0
881,horrify,使恐懼,vt,0,0,0
882,illustrate,插入插圖,vt,0,0,0
883,imitate,模仿,vt,0,0,0
884,implement,實施,vt,0,0,0
885,imply,暗示,vt,0,0,0
886,impress,使印象深刻,vt,0,0,0
887,infect,傳染,vt,0,0,0
888,inject,注射,vt,0,0,0
889,injure,受傷,vt,0,0,0
890,insert,插入,vt,0,0,0
891,install,安裝,vt,0,0,0
892,instruct,指導,vt,0,0,0
893,intend,打算,vt,0,0,0
894,involve,使捲入,vt,0,0,0
895,kidnap,綁架,vt,0,0,0
896,liberate,使自由,vt,0,0,0
897,memorize,熟記,vt,0,0,0
898,mention,提及,vt,0,0,0
899,mislead,帶錯方向,vt,0,0,0
900,misunderstand,誤解,vt,0,0,0
901,motivate,起發動機,vt,0,0,0
902,neglect,忽視,vt,0,0,0
903,nourish,滋養,vt,0,0,0
904,occupy,佔據,vt,0,0,0
905,outline,描繪,vt,0,0,0
906,overlook,俯瞰,vt,0,0,0
907,overtake,超車,vt,0,0,0
908,overthrow,推翻,vt,0,0,0
第二十四次,0,0,0,0,0,0
909,pave,鋪路,vt,0,0,0
910,portray,描繪,vt,0,0,0
911,possess,擁有,vt,0,0,0
912,preserve,保存,vt,0,0,0
913,promote,晉升,vt,0,0,0
914,regulate,使規律,vt,0,0,0
915,release,釋放、放開,vt,0,0,0
916,relieve,減緩、緩和,vt,0,0,0
917,replace,取代,vt,0,0,0
918,resemble,看起來像,vt,0,0,0
919,restore,修復,vt,0,0,0
920,restrict,限制,vt,0,0,0
921,retain,保留,vt,0,0,0
922,reveal,揭露,vt,0,0,0
923,rid,除去,vt,0,0,0
924,simplify,簡化,vt,0,0,0
925,sponsor,贊助,vt,0,0,0
926,surround,包圍,vt,0,0,0
927,terrify,使驚嚇,vt,0,0,0
928,tolerate,容忍,vt,0,0,0
929,undertake,承擔,vt,0,0,0
930,violate,違反,vt,0,0,0
931,arise,起床,vi,0,0,0
932,compete,競爭,vi,0,0,0
933,consist,組成、構成、存在於,vi,0,0,0
934,converse,交談,vi,0,0,0
935,cooperate,合作,vi,0,0,0
936,correspond,符合,vi,0,0,0
937,creep,緩慢移動,vi,0,0,0
938,differ,不同於,vi,0,0,0
939,disagree,不同意,vi,0,0,0
940,dive,暴跌,vi,0,0,0
941,emerge,浮現,vi,0,0,0
942,gaze,凝視,vi,0,0,0
943,glow,發光,vi,0,0,0
944,interact,互動,vi,0,0,0
945,interfere,干涉,vi,0,0,0
946,kneel,跪,vi,0,0,0
947,long,期盼,vi,0,0,0
948,pine,憔悴,vi,0,0,0
949,proceed,著手進行,vi,0,0,0
950,rely,依靠,vi,0,0,0
951,remain,維持、仍然是,vi,0,0,0
952,sneeze,打噴嚏,vi,0,0,0
953,sunbathe,曬太陽,vi,0,0,0
第二十五次,0,0,0,0,0,0
954,sympathize,同情、理解,vi,0,0,0
955,tend,傾向、易於,vi,0,0,0
956,tiptoe,踮著腳走,vi,0,0,0
957,tremble,發抖,vi,0,0,0
958,accord,調解,v,0,0,0
959,adapt,適應,v,0,0,0
960,accompany,陪伴、伴奏,v,0,0,0
961,adjust,調整,v,0,0,0
962,advertize,登廣告、廣告,v,0,0,0
963,announce,宣布,v,0,0,0
964,annoy,煩擾,v,0,0,0
965,applaud,鼓掌、喝采,v,0,0,0
966,appoint,指定、指派,v,0,0,0
967,approve,同意,v,0,0,0
968,arouse,喚起、激起,v,0,0,0
969,ascend,登上,v,0,0,0
970,assemble,集合、裝配,v,0,0,0
971,assist,幫忙,v,0,0,0
972,associate,聯想、有關連,v,0,0,0
973,attach,附上,v,0,0,0
974,attract,吸引,v,0,0,0
975,await,等候,v,0,0,0
976,awaken,喚醒、醒來,v,0,0,0
977,beg,請求,v,0,0,0
978,bend,彎下,v,0,0,0
979,bleed,流血,v,0,0,0
980,blend,混合、融合,v,0,0,0
981,blink,閃爍、眨眼,v,0,0,0
982,blush,臉紅,v,0,0,0
983,boast,吹噓,v,0,0,0
984,bounce,彈起,v,0,0,0
985,breathe,呼吸,v,0,0,0
第二十六次,0,0,0,0,0,0
986,browse,瀏覽,v,0,0,0
987,bump,撞擊,v,0,0,0
988,calculate,計算,v,0,0,0
989,carve,雕刻,v,0,0,0
990,cast,擲、拋、扔、撒,v,0,0,0
991,cease,停止,v,0,0,0
992,chat,聊天,v,0,0,0
993,chew,咀嚼,v,0,0,0
994,chop,砍、劈柴,v,0,0,0
995,circulate,使循環,v,0,0,0
996,civilize,教養、使文明,v,0,0,0
997,clarify,闡明,v,0,0,0
998,collapse,崩塌,v,0,0,0
999,combine,結合,v,0,0,0
1000,communicate,溝通,v,0,0,0
1001,compose,作曲、構成,v,0,0,0
1002,concentrate,專注、集中,v,0,0,0
1003,conclude,下結論、結束,v,0,0,0
1004,conduct,指揮,v,0,0,0
1005,confess,承認、坦白,v,0,0,0
1006,confine,侷限範圍、集中,v,0,0,0
1007,connect,聯繫、連結,v,0,0,0
1008,conquer,征服、克服,v,0,0,0
1009,consult,詢問、諮詢,v,0,0,0
1010,consume,消耗、耗盡,v,0,0,0
1011,contribute,貢獻、捐獻,v,0,0,0
1012,cope,處理,v,0,0,0
1013,cram,塞滿,v,0,0,0
1014,criticize,批評,v,0,0,0
1015,crush,擠壓,v,0,0,0
1016,dash,猛衝、急跑,v,0,0,0
1017,decay,腐敗,v,0,0,0
1018,deceive,欺騙,v,0,0,0
1019,declare,宣布、申報,v,0,0,0
1020,decline,拒絕、下跌,v,0,0,0
1021,defend,防禦、保護,v,0,0,0
1022,demonstrate,示範、顯示、說明,v,0,0,0
1023,depart,啟程,v,0,0,0
1024,deserve,值得、應得,v,0,0,0
1025,dictate,口述、命令、規定,v,0,0,0
第二十七次,0,0,0,0,0,0
1026,digest,消化,v,0,0,0
1027,disapprove,不同意,v,0,0,0
1028,discard,拋棄、丟掉,v,0,0,0
1029,dispute,爭論,v,0,0,0
1030,dissolve,融化,v,0,0,0
1031,distinguish,分辨,v,0,0,0
1032,disturb,打擾,v,0,0,0
1033,donate,捐贈,v,0,0,0
1034,dominate,支配、控制,v,0,0,0
1035,doze,打盹,v,0,0,0
1036,drift,漂流、遊蕩,v,0,0,0
1037,drown,淹沒,v,0,0,0
1038,dump,傾倒、拋棄,v,0,0,0
1039,ease,減緩、使舒適,v,0,0,0
1040,encounter,遇見、遭遇,v,0,0,0
1041,endure,忍耐,v,0,0,0
1042,engage,使訂婚、使忙於,v,0,0,0
1043,enlarge,擴大,v,0,0,0
1044,enroll,登記、註冊,v,0,0,0
1045,entertain,娛樂、取悅,v,0,0,0
1046,escape,逃跑,v,0,0,0
1047,estimate,評估、估計、估價,v,0,0,0
1048,evolve,演化、慢慢形成,v,0,0,0
1049,exaggerate,誇張,v,0,0,0
1050,exclaim,大聲說出、大聲喊出,v,0,0,0
1051,exhaust,耗盡、使精疲力竭,v,0,0,0
1052,exhibit,展覽,v,0,0,0
1053,expand,展開、擴展、增長,v,0,0,0
1054,explode,爆炸,v,0,0,0
1055,explore,探索,v,0,0,0
第二十八次,0,0,0,0,0,0
1056,extend,延長(時間),v,0,0,0
1057,fade,褪色、凋謝,v,0,0,0
1058,fascinate,著迷、使著迷,v,0,0,0
1059,fasten,繫緊,v,0,0,0
1060,flush,(馬桶)沖水,v,0,0,0
1061,fold,摺疊、對折,v,0,0,0
1062,found,創立、設立,v,0,0,0
1063,freeze,結冰、結凍,v,0,0,0
1064,frown,皺眉,v,0,0,0
1065,gamble,賭博,v,0,0,0
1066,glance,瞥見,v,0,0,0
1067,govern,管理、統治,v,0,0,0
1068,grab,匆匆做完、抓取,v,0,0,0
1069,grieve,悲傷,v,0,0,0
1070,grind,磨碎、磨成粉,v,0,0,0
1071,harden,使變堅強,v,0,0,0
1072,hatch,孵化,v,0,0,0
1073,heal,治療、恢復,v,0,0,0
1074,hesitate,猶豫,v,0,0,0
1075,hijack,劫機,v,0,0,0
1076,hug,擁抱,v,0,0,0
1077,hum,哼唱,v,0,0,0
1078,hush,使安靜、安靜下來,v,0,0,0
1079,identify,確認、認同、識別,v,0,0,0
1080,impose,加諸於,v,0,0,0
1081,industrialize,工業化,v,0,0,0
1082,infer,推斷、推論,v,0,0,0
1083,inform,通知,v,0,0,0
1084,inherit,繼承,v,0,0,0
1085,inquire,詢問,v,0,0,0
1086,inspect,檢查,v,0,0,0
1087,interpret,詮釋,v,0,0,0
1088,intrude,侵入、打擾,v,0,0,0
1089,invest,投資,v,0,0,0
1090,isolate,使孤立、隔離,v,0,0,0
1091,jam,擠滿、塞住,v,0,0,0
1092,knit,編織、聯合,v,0,0,0
1093,launch,推出,v,0,0,0
1094,last,持續,v,0,0,0
第二十九次,0,0,0,0,0,0
1095,leak,漏,v,0,0,0
1096,lean,傾斜,v,0,0,0
1097,leap,跳躍,v,0,0,0
1098,lengthen,使變長、變長,v,0,0,0
1099,lighten,使變亮、使減輕,v,0,0,0
1100,locate,座落於、找出位置,v,0,0,0
1101,loosen,放鬆、解開,v,0,0,0
1102,lower,降低,v,0,0,0
1103,manage,管理,v,0,0,0
1104,manufacture,大量製造,v,0,0,0
1105,melt,融化、熔化,v,0,0,0
1106,mend,修補,v,0,0,0
1107,monitor,監控,v,0,0,0
1108,mow,割草,v,0,0,0
1109,multiply,使相乘、倍增,v,0,0,0
1110,negotiate,協商,v,0,0,0
1111,observe,觀察,v,0,0,0
1112,obtain,獲得,v,0,0,0
1113,offend,冒犯,v,0,0,0
1114,oppose,反對,v,0,0,0
1115,overcome,克服,v,0,0,0
1116,overflow,溢出,v,0,0,0
1117,part,分開、分離,v,0,0,0
1118,participate,參與,v,0,0,0
1119,perform,表現、表演、演出,v,0,0,0
1120,permit,允許,v,0,0,0
1121,persist,堅持、持續,v,0,0,0
1122,persuade,說服,v,0,0,0
1123,postpone,延後、耽擱、延期,v,0,0,0
1124,pour,倒入、湧入,v,0,0,0
1125,practice,練習、實施,v,0,0,0
1126,predict,預言,v,0,0,0
1127,pretend,假裝,v,0,0,0
1128,prevent,預防,v,0,0,0
1129,prompt,引起、激發,v,0,0,0
